"","FIPS","State","County","living_alone","living_alone_65over","divorce_marriage","libertarian_votes","self_employed","carpool_drive_alone","religious_adherents","living_grandchildren","living_alone_reversed","living_alone_65over_reversed","divorce_marriage_reversed","libertarian_votes_reversed","self_employed_reversed","county_collectivism_raw","county_collectivism_score"
"384",13053,"Georgia","Chattahoochee County",0.1909,0.0167,0.120360551431601,0.00665456745311555,0.053,0.1954425942156,0.0907961302920032,0.0579,0.8091,0.9833,8.30837004405286,0.993345432546884,0.947,6.4479868885402,67.84089777645
"385",13055,"Georgia","Chattooga County",0.2446,0.1103,0.280276479750779,0.0161309738774527,0.0864,0.055988055881412,0.477301556794157,0.0416,0.7554,0.8897,3.56790552275096,0.983869026122547,0.9136,-4.81265534401255,35.8489061731699
"386",13057,"Georgia","Cherokee County",0.1935,0.046,0.165475414660809,0.0109414324105277,0.1111,0.142049081947956,0.426646636746195,0.025,0.8065,0.954,6.04319380041923,0.989058567589472,0.8889,1.03756809109891,52.4696543639211
"387",13059,"Georgia","Clarke County",0.3183,0.0608,0.237881358751705,0.0108327840035157,0.0782,0.153105793121486,0.375421971657213,0.0307,0.6817,0.9392,4.20377622377622,0.989167215996484,0.9218,-2.16643235977739,43.3669448199644
"388",13061,"Georgia","Clay County",0.3704,0.1832,0.266796494644596,0.00208333333333333,0.0887,0.167023554603854,0.608545397423814,0.0946,0.6296,0.8168,3.74817518248175,0.997916666666667,0.9113,0.268962578987513,50.2860114968545
"389",13063,"Georgia","Clayton County",0.266,0.0501,0.31843259648821,0.00354995072306362,0.0632,0.211091155014524,0.443628962624892,0.0545,0.734,0.9499,3.14038201813621,0.996450049276936,0.9368,4.08100064389644,61.1161832797213
"390",13065,"Georgia","Clinch County",0.2842,0.0916,0.350877192982456,0.0107566765578635,0.1045,0.0764818355640535,0.403648131803472,0.049,0.7158,0.9084,2.85,0.989243323442137,0.8955,-3.6728383107513,39.0871776859576
"391",13067,"Georgia","Cobb County",0.2584,0.055,0.200853976393804,0.00940261979939387,0.1089,0.122703414414832,0.544012452076654,0.0317,0.7416,0.945,4.97874136202986,0.990597380200606,0.8911,0.0516841297979696,49.6687136395484
"392",13069,"Georgia","Coffee County",0.2474,0.0935,0.238975274024981,0.00414635920564487,0.1058,0.129060165159261,0.476130890546794,0.041,0.7526,0.9065,4.18453333333333,0.995853640794355,0.8942,0.691739657234355,51.487140212074
"393",13071,"Georgia","Colquitt County",0.2314,0.1047,0.208713034275971,0.00781540751767771,0.1136,0.279474715228905,0.577893533781705,0.0492,0.7686,0.8953,4.7912676056338,0.992184592482322,0.8864,3.20608015307477,58.6304947712108
"394",13073,"Georgia","Columbia County",0.1786,0.0572,0.147464729173875,0.00538382323715922,0.0978,0.119273465808119,0.386052735524332,0.0285,0.8214,0.9428,6.78128258602711,0.994616176762841,0.9022,2.99814922368596,58.0397536385391
"395",13075,"Georgia","Cook County",0.2618,0.1108,0.207439419663528,0.00779264780620024,0.0935,0.289088424751122,0.515802928189635,0.0624,0.7382,0.8892,4.82068452380952,0.9922073521938,0.9065,3.29176840308446,58.8739389476792
"396",13077,"Georgia","Coweta County",0.1885,0.0419,0.189285381533588,0.00765653887094063,0.0965,0.159690091663029,0.46761233770824,0.0406,0.8115,0.9581,5.28302815514865,0.992343461129059,0.9035,3.61512774129518,59.7926173870825
"397",13079,"Georgia","Crawford County",0.2462,0.0454,0.208073458073458,0.00877862595419847,0.1062,0.223078617044704,0.192399049881235,0.086,0.7538,0.9546,4.8059950041632,0.991221374045802,0.8938,3.52084502954178,59.5247559578267
"398",13081,"Georgia","Crisp County",0.2779,0.1074,0.248520710059172,0.0047682119205298,0.0931,0.19665404040404,0.451896411962968,0.0398,0.7221,0.8926,4.02380952380952,0.99523178807947,0.9069,0.497170323456224,50.9343599741502
"399",13083,"Georgia","Dade County",0.2392,0.0853,0.190950483779169,0.0145131086142322,0.1009,0.160547156227502,0.366259844886671,0.0437,0.7608,0.9147,5.23695976154993,0.985486891385768,0.8991,-1.55368921852494,45.1077756735765
"400",13085,"Georgia","Dawson County",0.1813,0.0388,0.220802919708029,0.0093242430318829,0.2048,0.170032154340836,0.469189431258397,0.0398,0.8187,0.9612,4.52892561983471,0.990675756968117,0.7952,1.09663111537311,52.6374550752502
"401",13087,"Georgia","Decatur County",0.2911,0.0781,0.234583598219962,0.00539811066126856,0.0794,0.125756266205704,0.623087421880612,0.0455,0.7089,0.9219,4.26287262872629,0.994601889338731,0.9206,1.34979961124994,53.3567181711767
"402",13089,"Georgia","DeKalb County",0.3338,0.059,0.303776491352558,0.0058795422954726,0.0957,0.151739355177176,0.47984153619129,0.0423,0.6662,0.941,3.2918939696338,0.994120457704527,0.9043,-0.423248072154357,48.3194098695501
"403",13091,"Georgia","Dodge County",0.3444,0.1492,0.327810467637039,0.00852411105698977,0.0955,0.0749826026443981,0.629702697742705,0.0377,0.6556,0.8508,3.05054322153992,0.99147588894301,0.9045,-5.20327333358007,34.7391428768804
"404",13093,"Georgia","Dooly County",0.2797,0.123,0.364723032069971,0.00697115384615385,0.0969,0.0715619166148102,0.375586539750637,0.0339,0.7203,0.877,2.7418065547562,0.993028846153846,0.9031,-4.31151044589254,37.272681393231
"405",13095,"Georgia","Dougherty County",0.3073,0.0809,0.296044521151069,0.0038614014312928,0.077,0.181796057434899,0.578713054512769,0.0503,0.6927,0.9191,3.37787031528852,0.996138598568707,0.923,1.9912709797364,55.1791672118751
"406",13097,"Georgia","Douglas County",0.22,0.0457,0.242472165991903,0.00760670261242126,0.0811,0.136813080286939,0.498818002613234,0.051,0.78,0.9543,4.12418471171406,0.992393297387579,0.9189,2.89864305748519,57.7570521400076
"407",13099,"Georgia","Early County",0.289,0.1527,0.25017213679137,0.00393626991565136,0.1108,0.0689554844340995,0.798601017441861,0.0759,0.711,0.8473,3.99724770642202,0.996063730084349,0.8892,0.462232588747409,50.8351002967393
"408",13101,"Georgia","Echols County",0.132,0.0593,0.167247386759582,0.004212299915754,0.0455,0.297850562947799,0.192364898363907,0.0732,0.868,0.9407,5.97916666666667,0.995787700084246,0.9545,9.30093868638059,75.9462622908487
"409",13103,"Georgia","Effingham County",0.1849,0.0415,0.173948887056884,0.006497341996456,0.1096,0.173247726056715,0.399215311004785,0.0429,0.8151,0.9585,5.74881516587678,0.993502658003544,0.8904,4.04727466562759,61.0203662569168
"410",13105,"Georgia","Elbert County",0.27,0.1049,0.245998739760555,0.00877720331850427,0.1135,0.161216381418093,0.56699395021323,0.059,0.73,0.8951,4.06506147540984,0.991222796681496,0.8865,0.166235455534067,49.9941591137417
"411",13107,"Georgia","Emanuel County",0.2738,0.1087,0.183491482794101,0.00679446736229071,0.1284,0.163162184189079,0.419461899283122,0.0513,0.7262,0.8913,5.44984423676012,0.993205532637709,0.8716,-0.188159828670058,48.9873061543497
"412",13109,"Georgia","Evans County",0.293,0.1314,0.270023980815348,0.00492866407263294,0.0795,0.0947786606129398,0.433727272727273,0.0371,0.707,0.8686,3.70337477797513,0.995071335927367,0.9205,-2.52114967432067,42.3591769578791
"413",13111,"Georgia","Fannin County",0.2586,0.1103,0.158536585365854,0.0145502645502645,0.176,0.168060315284441,0.630689975508825,0.0304,0.7414,0.8897,6.30769230769231,0.985449735449735,0.824,-2.78461489914355,41.6106603913974
"414",13113,"Georgia","Fayette County",0.1774,0.0744,0.149108110771657,0.00792299522934542,0.1128,0.102043868394816,0.659997935571049,0.0294,0.8226,0.9256,6.70654329147389,0.992077004770655,0.8872,2.60454891097006,56.9215174279032
"415",13115,"Georgia","Floyd County",0.2571,0.1123,0.25688948467428,0.0109315172595212,0.0906,0.163437529631151,0.632349429488045,0.0366,0.7429,0.8877,3.89272453587557,0.989068482740479,0.9094,-0.973463553278052,46.7562229137281
"416",13117,"Georgia","Forsyth County",0.1577,0.0411,0.124158764148058,0.00935310974315432,0.1209,0.12269653212808,0.421523437277436,0.025,0.8423,0.9589,8.05420388050508,0.990646890256846,0.8791,2.92710516953422,57.8379142818712
"417",13119,"Georgia","Franklin County",0.2618,0.1309,0.203506907545165,0.0104050538833148,0.1564,0.128601252609603,0.700416591197247,0.0414,0.7382,0.8691,4.91383812010444,0.989594946116685,0.8436,-2.16460007046599,43.3721504363986
"418",13121,"Georgia","Fulton County",0.3785,0.0645,0.306362781534053,0.00616879989924458,0.1158,0.12160897217192,0.657997503750349,0.0341,0.6215,0.9355,3.26410406313943,0.993831200100755,0.8842,-2.02262629977847,43.7755043114192
"419",13123,"Georgia","Gilmer County",0.2464,0.0893,0.233002349730918,0.0104942147277783,0.157,0.281676982365993,0.448748762901173,0.0136,0.7536,0.9107,4.2918022121015,0.989505785272222,0.843,-1.16215965834288,46.2201287830262
"420",13125,"Georgia","Glascock County",0.2423,0.1293,0.184254606365159,0.0112044817927171,0.1105,0.20677146311971,0.474042829331603,0.0461,0.7577,0.8707,5.42727272727273,0.988795518207283,0.8895,-0.512069993326297,48.0670627922133
"421",13127,"Georgia","Glynn County",0.3086,0.1134,0.280733124720608,0.00482888935544825,0.1212,0.12832307135096,0.548966418004169,0.0334,0.6914,0.8866,3.56210191082803,0.995171110644552,0.8788,-2.09715516888736,43.5637644385511
"422",13129,"Georgia","Gordon County",0.2423,0.0741,0.194534247165826,0.011813483273698,0.0886,0.155369505715666,0.587594679810097,0.0445,0.7577,0.9259,5.14048304896964,0.988186516726302,0.9114,0.961049208138905,52.2522607720999
"423",13131,"Georgia","Grady County",0.2755,0.1211,0.189079054604727,0.00480512546716498,0.125,0.16392769104355,0.556435168525849,0.05,0.7245,0.8789,5.28879310344828,0.995194874532835,0.875,0.708148845872625,51.5337594558339
"424",13133,"Georgia","Greene County",0.2485,0.1213,0.267522052927025,0.00593509281474934,0.1291,0.16573154941735,0.506189821182944,0.0366,0.7515,0.8787,3.73800959232614,0.994064907185251,0.8709,-0.891454126839157,46.9892153867896
"425",13135,"Georgia","Gwinnett County",0.201,0.036,0.169732264219177,0.0080783513962285,0.1167,0.143905516202421,0.455356311334238,0.0376,0.799,0.964,5.8916317684226,0.991921648603772,0.8833,2.81921197865972,57.5313848686083
"426",13137,"Georgia","Habersham County",0.24,0.0969,0.184779086097008,0.0085764451647758,0.1083,0.152608630281161,0.62793615389977,0.026,0.76,0.9031,5.41186787489038,0.991423554835224,0.8917,0.276006768920212,50.3060243576244
"427",13139,"Georgia","Hall County",0.2056,0.0659,0.200158524884235,0.00841009211053264,0.0971,0.193889731264316,0.761002649095078,0.0495,0.7944,0.9341,4.99604001667361,0.991589907889467,0.9029,4.7698036840753,63.0731037308491
"428",13141,"Georgia","Hancock County",0.3756,0.1196,0.425980392156863,0.00322283609576427,0.06,0.227736549165121,0.352211263124403,0.088,0.6244,0.8804,2.34752589182969,0.996777163904236,0.94,0.902799710157984,52.0867713255998
"429",13143,"Georgia","Haralson County",0.2345,0.1136,0.204545454545455,0.0158601423808237,0.1396,0.234868264894375,0.488429464906185,0.0479,0.7655,0.8864,4.88888888888889,0.984139857619176,0.8604,-1.50610696826764,45.2429589889914
"430",13145,"Georgia","Harris County",0.1832,0.0735,0.153195234226916,0.00456130936409981,0.1175,0.112458753232855,0.351423932050962,0.0255,0.8168,0.9265,6.52761820592134,0.9954386906359,0.8825,1.69328968782408,54.3325889446751
"431",13147,"Georgia","Hart County",0.244,0.0861,0.229454369869628,0.00889822035592881,0.1567,0.127705627705628,0.730456510530282,0.0608,0.756,0.9139,4.35816498316498,0.991101779644071,0.8433,1.0541430676171,52.5167446185126
"432",13149,"Georgia","Heard County",0.254,0.0814,0.221789084940501,0.0104142011834319,0.1066,0.177586206896552,0.487071150921075,0.067,0.746,0.9186,4.50878815911193,0.989585798816568,0.8934,1.34233735542794,53.3355175663916
"433",13151,"Georgia","Henry County",0.1757,0.0417,0.17402429632574,0.00656769824823635,0.0973,0.135208659735081,0.339114955718363,0.0532,0.8243,0.9583,5.74632405424697,0.993432301751764,0.9027,4.02891857609626,60.9682157800588
"434",13153,"Georgia","Houston County",0.2695,0.074,0.228254900104157,0.0069013606050312,0.0698,0.128502601657352,0.527741243745533,0.0434,0.7305,0.926,4.38106695428524,0.993098639394969,0.9302,1.10188171369977,52.6523722615092
"435",13155,"Georgia","Irwin County",0.2823,0.1448,0.22878425113062,0.00679205851619645,0.1728,0.340097044552272,0.449570140490669,0.0745,0.7177,0.8552,4.37093023255814,0.993207941483804,0.8272,1.57610765797302,53.9996695216414
"436",13157,"Georgia","Jackson County",0.2101,0.0968,0.196962688868332,0.00936411149825784,0.1172,0.177818021633792,0.374555674960734,0.0532,0.7899,0.9032,5.07710371819961,0.990635888501742,0.8828,0.861292603865867,51.9688477677289
"437",13159,"Georgia","Jasper County",0.2209,0.0902,0.198384046759498,0.00829945799457995,0.1481,0.266176819151458,0.360071942446043,0.0392,0.7791,0.9098,5.04072790294627,0.99170054200542,0.8519,1.24980557468069,53.0726306109616
"438",13161,"Georgia","Jeff Davis County",0.2153,0.0893,0.19922766368264,0.0094732853353543,0.0897,0.271736167893159,0.569750464560658,0.0285,0.7847,0.9107,5.01938325991189,0.990526714664646,0.9103,2.75047678480479,57.3361050880022
"439",13163,"Georgia","Jefferson County",0.298,0.1612,0.205815775726972,0.00331766657450926,0.0601,0.134505234050958,0.655522740696988,0.0526,0.702,0.8388,4.85871404399323,0.996682333425491,0.9399,0.615129373688578,51.2694869470732
"440",13165,"Georgia","Jenkins County",0.3313,0.134,0.216103059581321,0.0061046511627907,0.1049,0.195635528330781,0.631774580335731,0.1114,0.6687,0.866,4.6274217585693,0.993895348837209,0.8951,3.02208672160624,58.1077611479381
"441",13167,"Georgia","Johnson County",0.2394,0.1385,0.346243739565943,0.0054839594187003,0.0844,0.0743415463041631,0.443587174348697,0.0471,0.7606,0.8615,2.88813886210222,0.9945160405813,0.9156,-2.00326467354234,43.8305115633307
"442",13169,"Georgia","Jones County",0.1833,0.0474,0.161512299296053,0.00635150345714745,0.0933,0.12391847721592,0.372527817503226,0.0417,0.8167,0.9526,6.19147894221352,0.993648496542853,0.9067,3.41109783063794,59.2129592242741
"443",13171,"Georgia","Lamar County",0.2508,0.0959,0.233059991368149,0.00780437044745057,0.0753,0.202442635085122,0.618332696402249,0.0518,0.7492,0.9041,4.29074074074074,0.992195629552549,0.9247,2.58736104283158,56.8726859206225
"444",13173,"Georgia","Lanier County",0.1609,0.0864,0.22169106662683,0.00730943264879916,0.1163,0.146730462519936,0.377058940265926,0.0288,0.8391,0.9136,4.51078167115903,0.992690567351201,0.8837,0.815110464757922,51.8376422311306
"445",13175,"Georgia","Laurens County",0.2807,0.1138,0.294825158413518,0.00551737974620053,0.1026,0.0958970330533567,0.593033819217905,0.0452,0.7193,0.8862,3.3918407960199,0.9944826202538,0.8974,-1.13428388800298,46.2993251016936
"446",13177,"Georgia","Lee County",0.1831,0.0471,0.187219033128155,0.00427905555131046,0.0957,0.130762652569385,0.351579616934059,0.0353,0.8169,0.9529,5.34133727373476,0.99572094444869,0.9043,3.2896511557911,58.8679237527878
"447",13179,"Georgia","Liberty County",0.2332,0.0363,0.207846556233653,0.00421348314606742,0.0557,0.143167540503519,0.27147652593258,0.0579,0.7668,0.9637,4.81124161073826,0.995786516853933,0.9443,4.05227222710608,61.0345645540969
"448",13181,"Georgia","Lincoln County",0.3086,0.131,0.271207430340557,0.00792572463768116,0.1516,0.240531042561499,0.438969484742371,0.0597,0.6914,0.869,3.68721461187215,0.992074275362319,0.8484,-1.42337262147537,45.478010993417
"449",13183,"Georgia","Long County",0.2218,0.0633,0.246170100369783,0.012463768115942,0.0581,0.233342626149986,0.218266039823009,0.0571,0.7782,0.9367,4.06223175965665,0.987536231884058,0.9419,1.55318199163753,53.9345366713334
"450",13185,"Georgia","Lowndes County",0.2459,0.0747,0.22296575966671,0.00481089103843595,0.0851,0.126404984423676,0.527944851830491,0.0443,0.7541,0.9253,4.4849935770174,0.995189108961564,0.9149,2.05110060698083,55.3491458767596
"451",13187,"Georgia","Lumpkin County",0.2646,0.0692,0.237411396483476,0.0136343115124153,0.1416,0.156236559139785,0.247747447106721,0.0553,0.7354,0.9308,4.21209771229159,0.986365688487585,0.8584,-2.65472381308028,41.9796868153667
"452",13189,"Georgia","McDuffie County",0.2483,0.1039,0.254122459414547,0.00529661016949153,0.0931,0.147590361445783,0.623725714285714,0.0626,0.7517,0.8961,3.9351106639839,0.994703389830508,0.9069,2.38711294523947,56.3037720590117
"453",13191,"Georgia","McIntosh County",0.2772,0.1066,0.246422182468694,0.00658211590945577,0.1288,0.169708526287115,0.303774506383869,0.0578,0.7228,0.8934,4.05807622504537,0.993417884090544,0.8712,-0.984209078074383,46.7256943939548
"454",13193,"Georgia","Macon County",0.2887,0.1379,0.234188938872718,0.00361373218229271,0.0883,0.135351736420303,0.37774762550882,0.0333,0.7113,0.8621,4.27005649717514,0.996386267817707,0.9117,-1.91799588786095,44.0727640227558
"455",13195,"Georgia","Madison County",0.1902,0.0919,0.168147310612179,0.0112934533262749,0.1259,0.139261922385535,0.438655761024182,0.049,0.8098,0.9081,5.94716618635927,0.988706546673725,0.8741,0.552838884500086,51.0925168626031
"456",13197,"Georgia","Marion County",0.3393,0.1031,0.318468657972234,0.00910804020100502,0.0642,0.168971477960242,0.341340654312514,0.0555,0.6607,0.8969,3.14002642007926,0.990891959798995,0.9358,-2.22223505669049,43.2084068454674
"457",13199,"Georgia","Meriwether County",0.2456,0.0962,0.209428633499891,0.00547138047138047,0.1224,0.189272676214546,0.453846853401237,0.0563,0.7544,0.9038,4.77489626556017,0.994528619528619,0.8776,1.93153174840809,55.0094453658584
"458",13201,"Georgia","Miller County",0.2743,0.1242,0.265017667844523,0.00766983199415632,0.1071,0.1665,0.383673469387755,0.0474,0.7257,0.8758,3.77333333333333,0.992330168005844,0.8929,-1.75082709913484,44.5476980784525
"459",13205,"Georgia","Mitchell County",0.2749,0.0838,0.226956415578074,0.00554187192118227,0.093,0.136081081081081,0.522342327006554,0.0571,0.7251,0.9162,4.40613232920925,0.994458128078818,0.907,1.54657219181899,53.9157579324367
"460",13207,"Georgia","Monroe County",0.1984,0.0824,0.194216417910448,0.00651224136509768,0.1097,0.14915034094599,0.367317590069634,0.0338,0.8016,0.9176,5.14889529298751,0.993487758634902,0.8903,1.0836442714378,52.6005588668856
"461",13209,"Georgia","Montgomery County",0.2419,0.0916,0.199943836001123,0.0064066852367688,0.1,0.0960614793467819,0.402060725638496,0.0292,0.7581,0.9084,5.00140449438202,0.993593314763231,0.9,-0.967282804939677,46.7737826980512
"462",13211,"Georgia","Morgan County",0.2097,0.0639,0.198614609571788,0.00764943721997596,0.139,0.106382978723404,0.526863666890531,0.0386,0.7903,0.9361,5.03487634749524,0.992350562780024,0.861,0.868645079666551,51.9897364825305
"463",13213,"Georgia","Murray County",0.2216,0.0788,0.23851228389445,0.0143208574942892,0.0908,0.0912685116933592,0.344100131220349,0.0509,0.7784,0.9212,4.19265617548879,0.985679142505711,0.9092,-2.13487184302216,43.4566096691068
"464",13215,"Georgia","Muscogee County",0.2941,0.1005,0.300169381520001,0.00384797137649362,0.0841,0.117494085868161,0.62072833557153,0.0389,0.7059,0.8995,3.33145237844109,0.996152028623506,0.9159,0.0255352325331636,49.5944234450414
"465",13217,"Georgia","Newton County",0.2224,0.0676,0.261519337016575,0.00571980209967419,0.0956,0.144601523369195,0.347986154184758,0.0601,0.7776,0.9324,3.82380902080913,0.994280197900326,0.9044,2.15293494967408,55.6384618295345
"466",13219,"Georgia","Oconee County",0.1693,0.0727,0.13426416093171,0.0103315433107635,0.1657,0.10655737704918,0.510058522311631,0.021,0.8307,0.9273,7.44800394282898,0.989668456689237,0.8343,0.230620526900126,50.1770800004887
"467",13221,"Georgia","Oglethorpe County",0.2756,0.1023,0.275018395879323,0.00930665425779432,0.1287,0.196560196560196,0.224645949392577,0.0431,0.7244,0.8977,3.63612040133779,0.990693345742206,0.8713,-2.68322074379826,41.8987257520968
"468",13223,"Georgia","Paulding County",0.1746,0.0337,0.17106114950573,0.00940598403088532,0.0833,0.109035820359998,0.263968129057643,0.0329,0.8254,0.9663,5.84586273908152,0.990594015969115,0.9167,1.72700565936828,54.4283775379243
"469",13225,"Georgia","Peach County",0.2581,0.0897,0.19231570179092,0.00546350201522615,0.0627,0.172786720321932,0.475645423361618,0.0312,0.7419,0.9103,5.19978343259339,0.994536497984774,0.9373,1.65151409348576,54.213902600176
"470",13227,"Georgia","Pickens County",0.2266,0.0931,0.159095253265371,0.0138432660722665,0.1182,0.125933437816908,0.249057116645714,0.0306,0.7734,0.9069,6.28554265118142,0.986156733927734,0.8818,-3.06338772953323,40.8186542282616
"471",13229,"Georgia","Pierce County",0.267,0.1036,0.241950084055347,0.00485937269916065,0.1439,0.108021732182806,0.592174005757543,0.0465,0.733,0.8964,4.13308391234634,0.995140627300839,0.8561,-0.431739364037901,48.2952857269808
"472",13231,"Georgia","Pike County",0.1354,0.0605,0.129972247918594,0.00938680970376691,0.1213,0.146069287141905,0.396720577536516,0.0313,0.8646,0.9395,7.69395017793594,0.990613190296233,0.8787,3.20667888204755,58.6321957871807
"473",13233,"Georgia","Polk County",0.2529,0.0927,0.323585384420198,0.0142421880535676,0.0994,0.188020948587446,0.614153104279687,0.0598,0.7471,0.9073,3.09037443638502,0.985757811946432,0.9006,-0.310832006531434,48.6387889736198
"474",13235,"Georgia","Pulaski County",0.3266,0.1286,0.298571428571429,0.005818365798128,0.0471,0.113747383112352,0.407577019150708,0.0386,0.6734,0.8714,3.34928229665072,0.994181634201872,0.9529,-2.76179456278807,41.6754939944896
"475",13237,"Georgia","Putnam County",0.2266,0.0691,0.224875305104531,0.00646079719667105,0.1329,0.145513102034841,0.336695258742577,0.0228,0.7734,0.9309,4.44690891930156,0.993539202803329,0.8671,-0.691740457980393,47.5566109123059
"476",13239,"Georgia","Quitman County",0.3371,0.1927,0.240663900414938,0.00718132854578097,0.1132,0.444976076555024,0.534023079984083,0.0457,0.6629,0.8073,4.1551724137931,0.992818671454219,0.8868,0.423711642801885,50.7256605548677
"477",13241,"Georgia","Rabun County",0.3144,0.1321,0.208036622583927,0.0126332412159495,0.1545,0.163312971613367,0.828581961169821,0.0252,0.6856,0.8679,4.80684596577017,0.987366758784051,0.8455,-3.67022569296092,39.0946002507355
"478",13243,"Georgia","Randolph County",0.3284,0.1616,0.305484366991287,0.00373250388802488,0.0954,0.194484070375654,0.543334628837932,0.0589,0.6716,0.8384,3.27348993288591,0.996267496111975,0.9046,-0.871483817041356,47.0459519361064
"479",13245,"Georgia","Richmond County",0.319,0.0937,0.333993777632225,0.00414707624821953,0.0651,0.146330694755432,0.575405511869917,0.0515,0.681,0.9063,2.99406775506202,0.99585292375178,0.9349,0.718982360308446,51.5645379581348
"480",13247,"Georgia","Rockdale County",0.2264,0.0648,0.216198643920864,0.00615286691773193,0.1091,0.161675604150707,0.409681394120753,0.0476,0.7736,0.9352,4.62537591293141,0.993847133082268,0.8909,2.10364606803672,55.4984298975262
"481",13249,"Georgia","Schley County",0.2807,0.0766,0.130511463844797,0.00345224395857307,0.1031,0.183673469387755,0.457285429141716,0.0582,0.7193,0.9234,7.66216216216216,0.996547756041427,0.8969,4.24268136730379,61.5755254947423
"482",13251,"Georgia","Screven County",0.2829,0.1588,0.27160275667079,0.00524610399629687,0.1111,0.190023201856148,0.579318851504146,0.0415,0.7171,0.8412,3.6818477553676,0.994753896003703,0.8889,-1.20836669291534,46.0888525172924
"483",13253,"Georgia","Seminole County",0.2711,0.1165,0.236386138613861,0.00525525525525526,0.1621,0.202467343976778,0.67693893916829,0.0404,0.7289,0.8835,4.2303664921466,0.994744744744745,0.8379,0.391708002646406,50.6347367721931
"484",13255,"Georgia","Spalding County",0.2447,0.0878,0.275259965337955,0.00815680063353791,0.0923,0.212083602243956,0.730682190626317,0.0653,0.7553,0.9122,3.63292932472848,0.991843199366462,0.9077,3.74177468623789,60.1524270600579
"485",13257,"Georgia","Stephens County",0.279,0.1131,0.216473470926397,0.0095084149472283,0.1069,0.154129341023438,0.640076408787011,0.0445,0.721,0.8869,4.61950370047888,0.990491585052772,0.8931,-0.641097280552524,47.7004904596333
"486",13259,"Georgia","Stewart County",0.2404,0.123,0.203649635036496,0.00807600950118765,0.1441,0.57258064516129,0.3312974579069,0.052,0.7596,0.877,4.91039426523298,0.991923990498812,0.8559,5.61873180128462,65.4849467355968
"487",13261,"Georgia","Sumter County",0.2858,0.0935,0.281785895484526,0.00523089497343686,0.0836,0.242150625897804,0.523355373411743,0.0537,0.7142,0.9065,3.54879366222542,0.994769105026563,0.9164,2.48160589122171,56.5722307731776
"488",13263,"Georgia","Talbot County",0.3062,0.0927,0.2182156133829,0.00675675675675676,0.0848,0.155997848305541,0.358048069919884,0.044,0.6938,0.9073,4.58262350936968,0.993243243243243,0.9152,-0.846397971032147,47.1172219541315
"489",13265,"Georgia","Taliaferro County",0.3315,0.1298,0.359767891682785,0.00808080808080808,0.105,0.0866666666666667,0.35934769947583,0.0406,0.6685,0.8702,2.77956989247312,0.991919191919192,0.895,-5.60495184958446,33.5979561269736
"490",13267,"Georgia","Tattnall County",0.2329,0.0858,0.246090435204267,0.00610664283586536,0.1414,0.228739525762168,0.388793103448276,0.0407,0.7671,0.9142,4.06354679802956,0.993893357164135,0.8586,1.0910177877062,52.6215073586033
"491",13269,"Georgia","Taylor County",0.2659,0.1463,0.200062227753578,0.00725648897571867,0.1276,0.148510242085661,0.460812935099933,0.0474,0.7341,0.8537,4.99844479004666,0.992743511024281,0.8724,-1.79439287728518,44.4239257411388
"492",13271,"Georgia","Telfair County",0.3838,0.1503,0.30368906455863,0.00594421582075903,0.1033,0.116299559471366,0.396060606060606,0.0319,0.6162,0.8497,3.29284164859002,0.994055784179241,0.8967,-6.17651165183782,31.9741289937749
"493",13273,"Georgia","Terrell County",0.2789,0.1093,0.214065391733498,0.00566123188405797,0.1288,0.154934210526316,0.5256038647343,0.0622,0.7211,0.8907,4.67146974063401,0.994338768115942,0.8712,0.700403880931867,51.5117556617131
"494",13275,"Georgia","Thomas County",0.306,0.1246,0.248322937507356,0.00471314805785796,0.12,0.150197628458498,0.618358676207513,0.0468,0.694,0.8754,4.02701421800948,0.995286851942142,0.88,-0.623875376112045,47.7494186655805
"495",13277,"Georgia","Tift County",0.239,0.1006,0.259281084266352,0.00505015080311426,0.093,0.182677949228472,0.609676454459345,0.0307,0.761,0.8994,3.85681818181818,0.994949849196886,0.907,1.51472578039886,53.8252808436787
"496",13279,"Georgia","Toombs County",0.298,0.0982,0.271041084962106,0.00681255161023947,0.0899,0.112872613598303,0.683980457701209,0.0531,0.702,0.9018,3.68947755702723,0.99318744838976,0.9101,0.162788658225651,49.9843666073933
"497",13281,"Georgia","Towns County",0.291,0.1584,0.143606224627876,0.00975779752570134,0.2566,0.13558282208589,0.518575112214688,0.0237,0.709,0.8416,6.96348645465253,0.990242202474299,0.7434,-6.15038969798914,32.0483426408236
"498",13283,"Georgia","Treutlen County",0.3195,0.1327,0.257328990228013,0.00541638456330399,0.0799,0.124862486248625,0.417719680464778,0.0914,0.6805,0.8673,3.88607594936709,0.994583615436696,0.9201,0.172921151741283,50.0131534776959
"499",13285,"Georgia","Troup County",0.2621,0.1044,0.246787192332825,0.00699246964807131,0.0885,0.144414905600865,0.541987351590001,0.0468,0.7379,0.8956,4.05207413945278,0.993007530351929,0.9115,0.300013047065438,50.3742272747393
"500",13287,"Georgia","Turner County",0.2937,0.137,0.127326440177253,0.00816211652124965,0.0949,0.182945154019534,0.731690929451288,0.0295,0.7063,0.863,7.8538283062645,0.99183788347875,0.9051,0.701458597718073,51.5147521595923
