county_fips,county_state_name,county_name,self_employed,divorce_marriage,living_alone,living_alone_65over,living_grandchildren,carpool_drive_alone
13293,"Upson County, Georgia",Upson County,0.06213096,0.306479504,0.300710718,0.148866692,0.039039907,0.087330873
13295,"Walker County, Georgia",Walker County,0.117691154,0.311136582,0.275424541,0.137194771,0.053558731,0.119524432
13297,"Walton County, Georgia",Walton County,0.109000666,0.200658362,0.190519519,0.101350161,0.04723225,0.108266277
13299,"Ware County, Georgia",Ware County,0.098778626,0.361085386,0.341643148,0.128488554,0.038593244,0.102256186
13301,"Warren County, Georgia",Warren County,0.065346535,0.278514589,0.306426735,0.148586118,0.016550523,0.062173155
13303,"Washington County, Georgia",Washington County,0.07837111,0.297361353,0.284454245,0.149393605,0.050646892,0.132048193
13305,"Wayne County, Georgia",Wayne County,0.14429264,0.338608181,0.282499535,0.112795239,0.057476232,0.210569973
13307,"Webster County, Georgia",Webster County,0.09164149,0.201787995,0.350456621,0.194063927,0.003348962,0.115571776
13309,"Wheeler County, Georgia",Wheeler County,0.076728194,0.309590317,0.365685661,0.192861616,0.039234682,0.021871203
13311,"White County, Georgia",White County,0.138910938,0.217243206,0.209010054,0.114269142,0.031596003,0.081624447
13313,"Whitfield County, Georgia",Whitfield County,0.06796608,0.222449693,0.241025784,0.114674414,0.037043214,0.125392167
13315,"Wilcox County, Georgia",Wilcox County,0.072218383,0.374387947,0.270908363,0.148459384,0.025785519,0.074027604
13317,"Wilkes County, Georgia",Wilkes County,0.126639758,0.233108108,0.350446429,0.200892857,0.041940532,0.108108108
13319,"Wilkinson County, Georgia",Wilkinson County,0.06480344,0.368002889,0.341986115,0.148204045,0.022695285,0.092048711
13321,"Worth County, Georgia",Worth County,0.098283212,0.348876044,0.280901722,0.158308004,0.044165469,0.096729681
15001,"Hawaii County, Hawaii",Hawaii County,0.169249133,0.225403448,0.264585748,0.136239444,0.048697014,0.22805679
15003,"Honolulu County, Hawaii",Honolulu County,0.090781499,0.176410421,0.247734492,0.105070423,0.05612261,0.211537164
15005,"Kalawao County, Hawaii",Kalawao County,0,0.75,0.78125,0.09375,0,0.15
15007,"Kauai County, Hawaii",Kauai County,0.149342824,0.220883944,0.21111498,0.120158412,0.057139323,0.17301176
15009,"Maui County, Hawaii",Maui County,0.147151821,0.196959897,0.219722994,0.102178044,0.060572435,0.182892663
16001,"Ada County, Idaho",Ada County,0.118233652,0.223662314,0.251477909,0.099831621,0.019972202,0.093939098
16003,"Adams County, Idaho",Adams County,0.249140893,0.280148423,0.269116775,0.166567872,0.039903265,0.146341463
16005,"Bannock County, Idaho",Bannock County,0.087193391,0.229609243,0.303112769,0.111240215,0.021741331,0.115060804
16007,"Bear Lake County, Idaho",Bear Lake County,0.159750275,0.151814131,0.259147654,0.13689195,0.025615014,0.112825458
16009,"Benewah County, Idaho",Benewah County,0.124508519,0.271319676,0.283585991,0.113695766,0.034750233,0.123657776
16011,"Bingham County, Idaho",Bingham County,0.117396931,0.189100524,0.217060216,0.108658092,0.051800616,0.142000594
16013,"Blaine County, Idaho",Blaine County,0.170914433,0.217544161,0.280167778,0.133899763,0.027782934,0.103757472
16015,"Boise County, Idaho",Boise County,0.165333333,0.19642016,0.274440518,0.15753828,0.03383203,0.09241908
16017,"Bonner County, Idaho",Bonner County,0.211094993,0.191883291,0.268046599,0.134855419,0.021683335,0.101184736
16019,"Bonneville County, Idaho",Bonneville County,0.105221816,0.234775021,0.2504363,0.099971699,0.040495453,0.126474099
16021,"Boundary County, Idaho",Boundary County,0.183575884,0.247052519,0.265605096,0.162420382,0.005462398,0.138660077
16023,"Butte County, Idaho",Butte County,0.199047619,0.164835165,0.37109375,0.178710938,0.011911852,0.153623188
16025,"Camas County, Idaho",Camas County,0.180722892,0.556109726,0.294117647,0.133126935,0.140695915,0.120786517
16027,"Canyon County, Idaho",Canyon County,0.112354166,0.218431714,0.200832832,0.084612683,0.041703072,0.132391155
16029,"Caribou County, Idaho",Caribou County,0.138443256,0.129607251,0.284527107,0.125445192,0.032893157,0.166666667
16031,"Cassia County, Idaho",Cassia County,0.121565217,0.144777088,0.20195599,0.075550122,0.03212972,0.095963442
16033,"Clark County, Idaho",Clark County,0.103960396,0.182481752,0.410852713,0.15503876,0.048275862,0.353383459
16035,"Clearwater County, Idaho",Clearwater County,0.107142857,0.341283501,0.344915978,0.178296782,0.014477454,0.099884304
16037,"Custer County, Idaho",Custer County,0.363636364,0.327981651,0.311946903,0.133849558,0.0014997,0.201058201
16039,"Elmore County, Idaho",Elmore County,0.13750749,0.288838743,0.294981413,0.109758364,0.045214138,0.11473607
16041,"Franklin County, Idaho",Franklin County,0.120350446,0.131901376,0.175941781,0.066138699,0.022913683,0.109719738
16043,"Fremont County, Idaho",Fremont County,0.12832011,0.15992758,0.177083333,0.092361111,0.039970753,0.152938454
16045,"Gem County, Idaho",Gem County,0.155436803,0.279945399,0.23221234,0.152306837,0.034079146,0.123022577
16047,"Gooding County, Idaho",Gooding County,0.187778396,0.257993036,0.26029928,0.129687789,0.021151969,0.128214971
16049,"Idaho County, Idaho",Idaho County,0.203672788,0.171467921,0.26942299,0.157049826,0.014844689,0.123586091
16051,"Jefferson County, Idaho",Jefferson County,0.134444444,0.132926915,0.159097994,0.08843396,0.044072763,0.144360347
16053,"Jerome County, Idaho",Jerome County,0.137518554,0.205730716,0.17733564,0.0747652,0.0448737,0.126859237
16055,"Kootenai County, Idaho",Kootenai County,0.138752516,0.232229402,0.240739082,0.112772753,0.022598411,0.103927257
16057,"Latah County, Idaho",Latah County,0.092948718,0.18815849,0.285830875,0.09548622,0.018478153,0.132808058
16059,"Lemhi County, Idaho",Lemhi County,0.189086665,0.380206795,0.416165865,0.23828125,0.049410156,0.121682319
16061,"Lewis County, Idaho",Lewis County,0.142857143,0.202044498,0.335249042,0.190293742,0.014985824,0.18487395
16063,"Lincoln County, Idaho",Lincoln County,0.150550314,0.200084962,0.235644637,0.112676056,0.037710883,0.188082902
16065,"Madison County, Idaho",Madison County,0.065800315,0.04339685,0.107354537,0.035395275,0.038340666,0.257104626
16067,"Minidoka County, Idaho",Minidoka County,0.11077993,0.182730707,0.245651592,0.118009098,0.026986507,0.135614231
16069,"Nez Perce County, Idaho",Nez Perce County,0.099939431,0.281501651,0.317390797,0.146461107,0.037186862,0.086854023
16071,"Oneida County, Idaho",Oneida County,0.149672591,0.128977514,0.299837045,0.183052689,0.021261261,0.134138973
16073,"Owyhee County, Idaho",Owyhee County,0.134795651,0.172954256,0.234918382,0.120652945,0.046546961,0.147089129
16075,"Payette County, Idaho",Payette County,0.114553381,0.193849103,0.260158255,0.126817793,0.052849205,0.075964586
16077,"Power County, Idaho",Power County,0.118184334,0.160371703,0.276301011,0.125795582,0.054127199,0.144305772
16079,"Shoshone County, Idaho",Shoshone County,0.077845383,0.460016488,0.368382621,0.191675794,0.023559341,0.14339891
16081,"Teton County, Idaho",Teton County,0.224727273,0.188494011,0.229325921,0.098216354,0.016624212,0.172459597
16083,"Twin Falls County, Idaho",Twin Falls County,0.125378644,0.215029495,0.255215827,0.109832134,0.024801777,0.11234314
16085,"Valley County, Idaho",Valley County,0.168557536,0.244947605,0.22228061,0.16001051,0.039039739,0.021919431
16087,"Washington County, Idaho",Washington County,0.180590295,0.298065984,0.267680425,0.160270336,0.033566633,0.149606299
17001,"Adams County, Illinois",Adams County,0.085357787,0.230186756,0.318988723,0.157220808,0.027396275,0.091257414
17003,"Alexander County, Illinois",Alexander County,0.053775122,0.498716303,0.4134337,0.229299363,0.047372954,0.066883117
17005,"Bond County, Illinois",Bond County,0.102015113,0.323529412,0.334083601,0.140032154,0.030541592,0.059084457
17007,"Boone County, Illinois",Boone County,0.067403571,0.210129704,0.23102397,0.139034903,0.022640345,0.144697721
17009,"Brown County, Illinois",Brown County,0.102150538,0.374736842,0.370280736,0.136011617,0.007130563,0.114227435
17011,"Bureau County, Illinois",Bureau County,0.081604426,0.243508528,0.298971297,0.157758435,0.022458034,0.109275632
17013,"Calhoun County, Illinois",Calhoun County,0.152542373,0.228956229,0.209958506,0.132780083,0.030431937,0.108580106
17015,"Carroll County, Illinois",Carroll County,0.131733883,0.243723209,0.317872408,0.162735476,0.013430436,0.095910242
17017,"Cass County, Illinois",Cass County,0.078358209,0.177316891,0.301958433,0.162270184,0.023812508,0.162227074
17019,"Champaign County, Illinois",Champaign County,0.078685574,0.225090316,0.36130816,0.096765979,0.019750135,0.125332193
17021,"Christian County, Illinois",Christian County,0.086067523,0.34882199,0.377273065,0.185407853,0.014695243,0.098538656
17023,"Clark County, Illinois",Clark County,0.084931888,0.217817562,0.263998759,0.130758492,0.038426535,0.120817844
17025,"Clay County, Illinois",Clay County,0.105199516,0.321895106,0.331203213,0.186781085,0.009586933,0.07666527
17027,"Clinton County, Illinois",Clinton County,0.10103386,0.17288661,0.280756227,0.142068585,0.016414561,0.091319131
17029,"Coles County, Illinois",Coles County,0.073034188,0.304123412,0.334216336,0.12837871,0.021829484,0.130071531
17031,"Cook County, Illinois",Cook County,0.090175839,0.202390863,0.338195609,0.118988621,0.035392798,0.134186501
17033,"Crawford County, Illinois",Crawford County,0.080183553,0.21958457,0.305975137,0.135142361,0.021989529,0.079016681
17035,"Cumberland County, Illinois",Cumberland County,0.092867487,0.160776302,0.300820859,0.165137615,0.031158998,0.079046983
17037,"DeKalb County, Illinois",DeKalb County,0.08266832,0.211559125,0.288484632,0.08960372,0.024339544,0.113442211
17039,"De Witt County, Illinois",De Witt County,0.118227249,0.237934575,0.350541842,0.147501505,0.018831105,0.085718804
17041,"Douglas County, Illinois",Douglas County,0.110361996,0.18050171,0.285209424,0.153926702,0.020377734,0.142281686
17043,"DuPage County, Illinois",DuPage County,0.089828361,0.147000123,0.246922923,0.107627483,0.026277574,0.097335538
17045,"Edgar County, Illinois",Edgar County,0.091416423,0.218068154,0.299026059,0.13885233,0.023799184,0.085931318
17047,"Edwards County, Illinois",Edwards County,0.113214551,0.225272791,0.275809524,0.117333333,0.038928837,0.118788452
17049,"Effingham County, Illinois",Effingham County,0.101449275,0.192454047,0.274861683,0.119591431,0.02907058,0.073358795
17051,"Fayette County, Illinois",Fayette County,0.131047492,0.239289329,0.302943475,0.154206825,0.02979462,0.114796972
17053,"Ford County, Illinois",Ford County,0.13350047,0.227981089,0.369133415,0.131130251,0.024597808,0.13117718
17055,"Franklin County, Illinois",Franklin County,0.091212598,0.310528316,0.333271202,0.172972973,0.031765425,0.109563312
17057,"Fulton County, Illinois",Fulton County,0.084230132,0.270173874,0.323611609,0.137728413,0.02826681,0.107053527
17059,"Gallatin County, Illinois",Gallatin County,0.073882353,0.301498127,0.33549884,0.177262181,0.056625803,0.074093817
17061,"Greene County, Illinois",Greene County,0.102037137,0.250632378,0.306405459,0.160686771,0.01843318,0.148651817
17063,"Grundy County, Illinois",Grundy County,0.067859806,0.203759695,0.264036121,0.108608166,0.023743148,0.055558033
17065,"Hamilton County, Illinois",Hamilton County,0.122334123,0.266705069,0.269642311,0.188321614,0.010327022,0.091859597
17067,"Hancock County, Illinois",Hancock County,0.154381255,0.222820764,0.325166445,0.17563249,0.018126117,0.067355982
17069,"Hardin County, Illinois",Hardin County,0.047154472,0.378562577,0.341216216,0.15,0.026576896,0.136690647
17071,"Henderson County, Illinois",Henderson County,0.112848402,0.178015564,0.281602914,0.158105647,0.036705461,0.055359246
17073,"Henry County, Illinois",Henry County,0.10061628,0.210265982,0.296081637,0.159459058,0.020681115,0.07181663
17075,"Iroquois County, Illinois",Iroquois County,0.126741173,0.25017307,0.310867433,0.147811358,0.025561798,0.104795558
17077,"Jackson County, Illinois",Jackson County,0.087701399,0.293980513,0.392858687,0.11088056,0.022313815,0.142080421
17079,"Jasper County, Illinois",Jasper County,0.101274023,0.178884278,0.264150943,0.140161725,0.010786591,0.063496144
17081,"Jefferson County, Illinois",Jefferson County,0.089814135,0.25651974,0.289755041,0.137637028,0.027870586,0.13105239
17083,"Jersey County, Illinois",Jersey County,0.088192491,0.259007159,0.264382676,0.130575307,0.020494446,0.094211124
17085,"Jo Daviess County, Illinois",Jo Daviess County,0.164621205,0.175575319,0.314969228,0.163093111,0.016061677,0.069572506
17087,"Johnson County, Illinois",Johnson County,0.078314632,0.377108691,0.274476376,0.14296152,0.02318303,0.109918056
17089,"Kane County, Illinois",Kane County,0.08927648,0.180453112,0.221156325,0.103406666,0.03676598,0.131308397
17091,"Kankakee County, Illinois",Kankakee County,0.072334645,0.233114919,0.295829125,0.12808258,0.024241772,0.09754984
17093,"Kendall County, Illinois",Kendall County,0.074715786,0.156335324,0.176762842,0.071789963,0.028625016,0.087952547
17095,"Knox County, Illinois",Knox County,0.073562775,0.291723873,0.388299412,0.195958329,0.013124669,0.126818874
17097,"Lake County, Illinois",Lake County,0.094723033,0.162234689,0.231229935,0.104841558,0.031264907,0.117821098
17099,"LaSalle County, Illinois",LaSalle County,0.083262612,0.241299201,0.304896964,0.140793264,0.020706249,0.095771344
17101,"Lawrence County, Illinois",Lawrence County,0.075070586,0.30417865,0.324732768,0.156653151,0.042600221,0.099207156
17103,"Lee County, Illinois",Lee County,0.07854669,0.245443047,0.33484527,0.156924428,0.015017784,0.095394995
17105,"Livingston County, Illinois",Livingston County,0.093074759,0.228466422,0.289328333,0.133310603,0.02042675,0.09752404
17107,"Logan County, Illinois",Logan County,0.082415341,0.253756708,0.30429691,0.149536078,0.018744454,0.117402165
17109,"McDonough County, Illinois",McDonough County,0.096776699,0.264878367,0.414051724,0.153017241,0.015898146,0.117320731
17111,"McHenry County, Illinois",McHenry County,0.088354675,0.170182143,0.217334823,0.104454086,0.026890773,0.087836538
17113,"McLean County, Illinois",McLean County,0.055783391,0.197581821,0.318450599,0.102101006,0.016927208,0.107869488
17115,"Macon County, Illinois",Macon County,0.062210648,0.243892906,0.347769937,0.144227665,0.021996096,0.089274017
17117,"Macoupin County, Illinois",Macoupin County,0.089016653,0.294614801,0.279216713,0.138099846,0.023986236,0.067690831
17119,"Madison County, Illinois",Madison County,0.071293239,0.256144614,0.292239749,0.128734598,0.022992199,0.080243621
17121,"Marion County, Illinois",Marion County,0.07903216,0.29079746,0.325741664,0.165397742,0.03888748,0.123963828
17123,"Marshall County, Illinois",Marshall County,0.093979159,0.165429279,0.297161264,0.160056372,0.038671925,0.055105713
17125,"Mason County, Illinois",Mason County,0.129259897,0.267853898,0.323773324,0.180545957,0.012687164,0.110816777
17127,"Massac County, Illinois",Massac County,0.082896118,0.25087925,0.269351561,0.122852392,0.034015047,0.128970775
17129,"Menard County, Illinois",Menard County,0.094971118,0.177389551,0.239921337,0.122123894,0.028468424,0.08997111
17131,"Mercer County, Illinois",Mercer County,0.093606069,0.129146619,0.271794872,0.135819736,0.012766768,0.090772317
17133,"Monroe County, Illinois",Monroe County,0.085008554,0.163900537,0.235901216,0.112569112,0.020136861,0.062585122
17135,"Montgomery County, Illinois",Montgomery County,0.105295139,0.306207616,0.334665601,0.169997335,0.020852173,0.074655766
17137,"Morgan County, Illinois",Morgan County,0.092709208,0.356771907,0.35657865,0.164447454,0.024263432,0.072102712
17139,"Moultrie County, Illinois",Moultrie County,0.104138245,0.186407474,0.265968407,0.130837912,0.003783242,0.133333333
17141,"Ogle County, Illinois",Ogle County,0.088538947,0.22534641,0.29586197,0.147402317,0.012897964,0.093748456
17143,"Peoria County, Illinois",Peoria County,0.067960691,0.274185109,0.362472845,0.139581752,0.021893421,0.101190943
17145,"Perry County, Illinois",Perry County,0.110127214,0.296626742,0.309561802,0.133300601,0.022950105,0.05451895
17147,"Piatt County, Illinois",Piatt County,0.091613216,0.203379145,0.28320802,0.138581748,0.012478368,0.075157774
17149,"Pike County, Illinois",Pike County,0.139346812,0.297799761,0.333798396,0.174572724,0.025264703,0.106507719
17151,"Pope County, Illinois",Pope County,0.135514019,0.276009792,0.358784285,0.179392142,0.035648659,0.142142142
17153,"Pulaski County, Illinois",Pulaski County,0.11079865,0.257255288,0.374337222,0.202545069,0.047744581,0.120614035
17155,"Putnam County, Illinois",Putnam County,0.087555887,0.205298013,0.293333333,0.12875,0.014040562,0.050649351
17157,"Randolph County, Illinois",Randolph County,0.075178998,0.260923845,0.306008584,0.151587983,0.016941596,0.093173699
17159,"Richland County, Illinois",Richland County,0.102570864,0.310199626,0.298072475,0.154664611,0.021469039,0.102424145
17161,"Rock Island County, Illinois",Rock Island County,0.059705509,0.244736842,0.327498607,0.153292687,0.032758869,0.095586989
17163,"St. Clair County, Illinois",St. Clair County,0.067454804,0.252672005,0.314177615,0.123722704,0.027523167,0.101173529
17165,"Saline County, Illinois",Saline County,0.10681617,0.28545546,0.334087555,0.18622725,0.027406842,0.105820106
17167,"Sangamon County, Illinois",Sangamon County,0.075689434,0.282592081,0.347298761,0.140376352,0.023056047,0.07841135
17169,"Schuyler County, Illinois",Schuyler County,0.128978224,0.37157661,0.31266055,0.110091743,0.021324585,0.093867334
17171,"Scott County, Illinois",Scott County,0.079590929,0.174259177,0.258196721,0.157786885,0.041112828,0.08121547
17173,"Shelby County, Illinois",Shelby County,0.102362977,0.217426545,0.263980826,0.135471354,0.021320741,0.07084213
17175,"Stark County, Illinois",Stark County,0.124692371,0.207271208,0.35683577,0.165950129,0.026951151,0.080808081
17177,"Stephenson County, Illinois",Stephenson County,0.109143959,0.235603195,0.323835135,0.155194704,0.016367782,0.110286046
17179,"Tazewell County, Illinois",Tazewell County,0.071698599,0.204647805,0.300581265,0.128567703,0.01583478,0.082957981
17181,"Union County, Illinois",Union County,0.111389421,0.285942492,0.345852432,0.214254029,0.039475983,0.091990206
17183,"Vermilion County, Illinois",Vermilion County,0.107931182,0.319981584,0.349685661,0.167268593,0.032715118,0.081757169
17185,"Wabash County, Illinois",Wabash County,0.089299764,0.304177814,0.31100879,0.156969443,0.026557023,0.105493437
17187,"Warren County, Illinois",Warren County,0.105270007,0.228951256,0.287302516,0.139116442,0.028827233,0.082164659
17189,"Washington County, Illinois",Washington County,0.14693172,0.194580527,0.284670263,0.153819384,0.025587979,0.091790911
17191,"Wayne County, Illinois",Wayne County,0.127052602,0.20573197,0.312792056,0.169830607,0.020883226,0.108117385
17193,"White County, Illinois",White County,0.107681986,0.296814159,0.335799859,0.171423538,0.013785676,0.094286291
17195,"Whiteside County, Illinois",Whiteside County,0.078051533,0.268057567,0.324987049,0.157010879,0.024779154,0.118715018
17197,"Will County, Illinois",Will County,0.077626689,0.156796745,0.206814911,0.087746378,0.036036015,0.096163513
17199,"Williamson County, Illinois",Williamson County,0.096718992,0.284050212,0.31541671,0.149013008,0.025317032,0.09585726
17201,"Winnebago County, Illinois",Winnebago County,0.073296294,0.261894737,0.300779419,0.131885014,0.030680505,0.121846758
17203,"Woodford County, Illinois",Woodford County,0.068982203,0.147191135,0.25901528,0.115857385,0.014480053,0.089233885
18001,"Adams County, Indiana",Adams County,0.115184607,0.196388568,0.249008017,0.12260102,0.025425043,0.202237447
18003,"Allen County, Indiana",Allen County,0.073501059,0.230001882,0.297391969,0.110885783,0.027628724,0.1099321
18005,"Bartholomew County, Indiana",Bartholomew County,0.07752831,0.227288599,0.292527385,0.11454551,0.029421772,0.127219984
18007,"Benton County, Indiana",Benton County,0.119333497,0.359370176,0.304411335,0.136722174,0.040653425,0.088181261
18009,"Blackford County, Indiana",Blackford County,0.119200155,0.230300648,0.334738956,0.160040161,0.043025944,0.135275754
18011,"Boone County, Indiana",Boone County,0.09114527,0.14295608,0.213954524,0.08435031,0.023578841,0.072317006
18013,"Brown County, Indiana",Brown County,0.116386956,0.184150772,0.208662614,0.110942249,0.036053812,0.122621185
18015,"Carroll County, Indiana",Carroll County,0.098135222,0.269970911,0.296472951,0.140077821,0.034865051,0.081783935
18017,"Cass County, Indiana",Cass County,0.060977612,0.278824761,0.306947228,0.131930528,0.025012633,0.14780023
18019,"Clark County, Indiana",Clark County,0.065879708,0.288893936,0.287684976,0.105885796,0.025274481,0.091208902
18021,"Clay County, Indiana",Clay County,0.069244528,0.226791602,0.245730186,0.136729994,0.034077345,0.12967762
18023,"Clinton County, Indiana",Clinton County,0.091986601,0.30625101,0.307381683,0.124939428,0.024417828,0.119210083
18025,"Crawford County, Indiana",Crawford County,0.098959538,0.301615799,0.324953875,0.116005535,0.025053996,0.199817518
18027,"Daviess County, Indiana",Daviess County,0.104144806,0.187627882,0.257194555,0.112614165,0.033155366,0.297459763
18029,"Dearborn County, Indiana",Dearborn County,0.074051051,0.205624433,0.231734873,0.125232237,0.030142441,0.100608442
18031,"Decatur County, Indiana",Decatur County,0.080606424,0.239398444,0.256674109,0.100378604,0.021799033,0.102356268
18033,"DeKalb County, Indiana",DeKalb County,0.069114066,0.229551588,0.252958841,0.12206324,0.028765316,0.105316172
18035,"Delaware County, Indiana",Delaware County,0.054204689,0.311645244,0.305812518,0.120518209,0.028503865,0.129195804
18037,"Dubois County, Indiana",Dubois County,0.088290903,0.219848307,0.304754258,0.122555485,0.014698822,0.079534482
18039,"Elkhart County, Indiana",Elkhart County,0.087000061,0.246629578,0.274504885,0.107789438,0.03874625,0.212434805
18041,"Fayette County, Indiana",Fayette County,0.076033536,0.36373232,0.315963606,0.14598842,0.03881416,0.120103823
18043,"Floyd County, Indiana",Floyd County,0.086926918,0.28769718,0.289670344,0.10805215,0.025030343,0.090349076
18045,"Fountain County, Indiana",Fountain County,0.073013416,0.280180057,0.285483871,0.135630499,0.02156715,0.135499074
18047,"Franklin County, Indiana",Franklin County,0.102455473,0.200234306,0.275735294,0.149286988,0.029263926,0.076446954
18049,"Fulton County, Indiana",Fulton County,0.093057275,0.313407551,0.265845522,0.132666153,0.033450019,0.125375698
18051,"Gibson County, Indiana",Gibson County,0.06740652,0.246542978,0.265449222,0.115426106,0.026506846,0.10077164
18053,"Grant County, Indiana",Grant County,0.06713972,0.338942308,0.316120527,0.13826742,0.04140761,0.124726884
18055,"Greene County, Indiana",Greene County,0.096244131,0.273052232,0.275804793,0.13849561,0.046029061,0.113907532
18057,"Hamilton County, Indiana",Hamilton County,0.084126993,0.13050284,0.205674032,0.079299262,0.018663801,0.088068722
18059,"Hancock County, Indiana",Hancock County,0.07553803,0.207592913,0.234852342,0.113607434,0.023213901,0.088317427
18061,"Harrison County, Indiana",Harrison County,0.067964315,0.224352449,0.26514278,0.130977413,0.043961987,0.117547996
18063,"Hendricks County, Indiana",Hendricks County,0.067985615,0.176264821,0.194338773,0.079514929,0.026351966,0.094915161
18065,"Henry County, Indiana",Henry County,0.071102699,0.322944126,0.300016173,0.137797186,0.03144991,0.110580122
18067,"Howard County, Indiana",Howard County,0.081815001,0.295260899,0.312927311,0.148210659,0.030413672,0.127455629
18069,"Huntington County, Indiana",Huntington County,0.062131319,0.240133233,0.293241015,0.138740521,0.03527991,0.093820571
18071,"Jackson County, Indiana",Jackson County,0.079324554,0.261474124,0.255491066,0.116991009,0.032898449,0.124656933
18073,"Jasper County, Indiana",Jasper County,0.113377948,0.237070171,0.266289629,0.136291222,0.027974708,0.113095715
18075,"Jay County, Indiana",Jay County,0.097496994,0.359972955,0.307131381,0.127796317,0.06278244,0.152151412
18077,"Jefferson County, Indiana",Jefferson County,0.0737629,0.374692582,0.311869666,0.141582622,0.034642688,0.107180613
18079,"Jennings County, Indiana",Jennings County,0.08215103,0.34444952,0.232100182,0.111843992,0.051866978,0.142857143
18081,"Johnson County, Indiana",Johnson County,0.092689023,0.197961932,0.237631483,0.099313137,0.023948914,0.088676271
18083,"Knox County, Indiana",Knox County,0.065151854,0.208110718,0.313390885,0.143277789,0.028695181,0.091377261
18085,"Kosciusko County, Indiana",Kosciusko County,0.097109061,0.2481126,0.272721468,0.113806864,0.02682542,0.150130247
18087,"LaGrange County, Indiana",LaGrange County,0.119529938,0.146248041,0.19452575,0.100624951,0.034683173,0.525446429
18089,"Lake County, Indiana",Lake County,0.067257877,0.260762789,0.296166194,0.127548574,0.03613859,0.092965765
18091,"LaPorte County, Indiana",LaPorte County,0.07938353,0.316105376,0.283450908,0.135885278,0.027841903,0.09427741
18093,"Lawrence County, Indiana",Lawrence County,0.059853401,0.287103378,0.307794203,0.139087585,0.035004763,0.118146364
18095,"Madison County, Indiana",Madison County,0.076368101,0.354456206,0.303062486,0.144145362,0.03064807,0.149457247
18097,"Marion County, Indiana",Marion County,0.070460391,0.31308239,0.368745816,0.103969331,0.033214878,0.125577639
18099,"Marshall County, Indiana",Marshall County,0.080493645,0.246718207,0.274608336,0.133018031,0.035063462,0.130001194
18101,"Martin County, Indiana",Martin County,0.086622573,0.293159609,0.338380015,0.157961141,0.023583412,0.101796407
18103,"Miami County, Indiana",Miami County,0.069947344,0.337762238,0.276991354,0.12763027,0.020649611,0.110415346
18105,"Monroe County, Indiana",Monroe County,0.078950723,0.277841636,0.343472662,0.092663488,0.024873536,0.14580759
18107,"Montgomery County, Indiana",Montgomery County,0.098665523,0.235945912,0.303752272,0.136522981,0.041610169,0.145331913
18109,"Morgan County, Indiana",Morgan County,0.097639423,0.219533995,0.212064264,0.109845972,0.040444213,0.091126592
18111,"Newton County, Indiana",Newton County,0.107131121,0.287186778,0.260010971,0.109343573,0.055713972,0.160534385
18113,"Noble County, Indiana",Noble County,0.088801743,0.247798742,0.260741746,0.112222976,0.03340588,0.182670193
18115,"Ohio County, Indiana",Ohio County,0.081683168,0.286854103,0.281739812,0.145376176,0.016337479,0.097348979
18117,"Orange County, Indiana",Orange County,0.09179208,0.301004964,0.264620802,0.148660546,0.032038065,0.112007285
18119,"Owen County, Indiana",Owen County,0.106444823,0.304496788,0.294235767,0.145050791,0.044282511,0.106084624
18121,"Parke County, Indiana",Parke County,0.128607277,0.248671168,0.268646288,0.148296943,0.025455239,0.183727614
18123,"Perry County, Indiana",Perry County,0.070963927,0.294155263,0.316504086,0.143685737,0.025910931,0.095896267
18125,"Pike County, Indiana",Pike County,0.075031413,0.175017643,0.304710793,0.155436295,0.027613164,0.107087996
18127,"Porter County, Indiana",Porter County,0.08382689,0.208338303,0.266171168,0.110309809,0.028257114,0.082578031
18129,"Posey County, Indiana",Posey County,0.088944846,0.168645524,0.230179782,0.088220847,0.020588058,0.077078912
18131,"Pulaski County, Indiana",Pulaski County,0.121242485,0.342277755,0.323879041,0.170594369,0.031013616,0.214006889
18133,"Putnam County, Indiana",Putnam County,0.070361071,0.208299018,0.258545771,0.105228853,0.036543518,0.071658932
18135,"Randolph County, Indiana",Randolph County,0.075756208,0.317291605,0.302325581,0.144343048,0.035029616,0.124108255
18137,"Ripley County, Indiana",Ripley County,0.113344271,0.222766411,0.266870614,0.126147202,0.032415631,0.094131319
18139,"Rush County, Indiana",Rush County,0.104965099,0.266849315,0.270129484,0.121000149,0.025967939,0.089420453
18141,"St. Joseph County, Indiana",St. Joseph County,0.063032706,0.284479359,0.34014479,0.14583217,0.025234273,0.114415497
18143,"Scott County, Indiana",Scott County,0.07933002,0.380680571,0.334880842,0.13205406,0.043013539,0.109065648
18145,"Shelby County, Indiana",Shelby County,0.104286686,0.238654801,0.283131862,0.137296218,0.027894295,0.093065798
18147,"Spencer County, Indiana",Spencer County,0.074779758,0.214355842,0.274497328,0.132349198,0.032632064,0.068085106
18149,"Starke County, Indiana",Starke County,0.074356829,0.289041381,0.27709032,0.136000925,0.05627356,0.13134058
18151,"Steuben County, Indiana",Steuben County,0.07810708,0.211137348,0.277004495,0.12708424,0.022906685,0.100029727
18153,"Sullivan County, Indiana",Sullivan County,0.068359812,0.314493433,0.258528992,0.124270333,0.02001631,0.141286421
18155,"Switzerland County, Indiana",Switzerland County,0.115988174,0.397468354,0.295003965,0.179487179,0.034145559,0.109201774
18157,"Tippecanoe County, Indiana",Tippecanoe County,0.063676368,0.233635208,0.325964515,0.089230434,0.023203677,0.097410122
