"","county_fips","state","county","county_collectivism_score","avg_county_collectivism_score"
"716",18107,"Indiana","Montgomery",33.6817438957389,42.54627050527
"717",18109,"Indiana","Morgan",36.0377688958566,42.54627050527
"718",18111,"Indiana","Newton",36.2220378613766,42.54627050527
"719",18113,"Indiana","Noble",37.0007019024314,42.54627050527
"720",18115,"Indiana","Ohio",0,42.54627050527
"721",18117,"Indiana","Orange",31.8958415526136,42.54627050527
"722",18119,"Indiana","Owen",30.1270166984333,42.54627050527
"723",18121,"Indiana","Parke",33.449377071663,42.54627050527
"724",18123,"Indiana","Perry",29.9881211342998,42.54627050527
"725",18125,"Indiana","Pike",31.3585426278709,42.54627050527
"726",18127,"Indiana","Porter",34.3549481001711,42.54627050527
"727",18129,"Indiana","Posey",38.2855209384452,42.54627050527
"728",18131,"Indiana","Pulaski",31.5537714172871,42.54627050527
"729",18133,"Indiana","Putnam",33.9868504759167,42.54627050527
"730",18135,"Indiana","Randolph",30.2398565968708,42.54627050527
"731",18137,"Indiana","Ripley",35.7624272518406,42.54627050527
"732",18139,"Indiana","Rush",31.4445297858077,42.54627050527
"733",18141,"Indiana","St Joseph",31.1252756822875,42.54627050527
"734",18143,"Indiana","Scott",32.6688197727414,42.54627050527
"735",18145,"Indiana","Shelby",31.4411376325907,42.54627050527
"736",18147,"Indiana","Spencer",34.1449617600865,42.54627050527
"737",18149,"Indiana","Starke",35.956485218353,42.54627050527
"738",18151,"Indiana","Steuben",33.3423447080696,42.54627050527
"739",18153,"Indiana","Sullivan",34.457724164437,42.54627050527
"740",18155,"Indiana","Switzerland",28.5248105024051,42.54627050527
"741",18157,"Indiana","Tippecanoe",30.6050238065363,42.54627050527
"742",18159,"Indiana","Tipton",39.7191526036441,42.54627050527
"743",18161,"Indiana","Union",36.3972129709658,42.54627050527
"744",18163,"Indiana","Vanderburgh",32.056095562404,42.54627050527
"745",18165,"Indiana","Vermillion",34.9515217206353,42.54627050527
"746",18167,"Indiana","Vigo",31.2112393980956,42.54627050527
"747",18169,"Indiana","Wabash",30.6138952447066,42.54627050527
"748",18171,"Indiana","Warren",36.6525233952591,42.54627050527
"749",18173,"Indiana","Warrick",36.6728293415216,42.54627050527
"750",18175,"Indiana","Washington",34.9807607170129,42.54627050527
"751",18177,"Indiana","Wayne",31.9373463189503,42.54627050527
"752",18179,"Indiana","Wells",33.1718275675595,42.54627050527
"753",18181,"Indiana","White",35.7002559384509,42.54627050527
"754",18183,"Indiana","Whitley",32.4266464514488,42.54627050527
"755",19001,"Iowa","Adair",28.682322283821,40.0397648163911
"756",19003,"Iowa","Adams",24.1749455469753,40.0397648163911
"757",19005,"Iowa","Allamakee",31.9202766787413,40.0397648163911
"758",19007,"Iowa","Appanoose",28.3615648782251,40.0397648163911
"759",19009,"Iowa","Audubon",29.5509355222453,40.0397648163911
"760",19011,"Iowa","Benton",35.369283516452,40.0397648163911
"761",19013,"Iowa","Black Hawk",35.2250743508274,40.0397648163911
"762",19015,"Iowa","Boone",32.6484517647136,40.0397648163911
"763",19017,"Iowa","Bremer",37.2434314743253,40.0397648163911
"764",19019,"Iowa","Buchanan",34.3827052270635,40.0397648163911
"765",19021,"Iowa","Buena Vista",42.7890678864626,40.0397648163911
"766",19023,"Iowa","Butler",37.7763305331986,40.0397648163911
"767",19025,"Iowa","Calhoun",28.3650618164636,40.0397648163911
"768",19027,"Iowa","Carroll",35.3044725510674,40.0397648163911
"769",19029,"Iowa","Cass",28.6961279103666,40.0397648163911
"770",19031,"Iowa","Cedar",31.2587579868872,40.0397648163911
"771",19033,"Iowa","Cerro Gordo",33.1786157150012,40.0397648163911
"772",19035,"Iowa","Cherokee",30.6894395841027,40.0397648163911
"773",19037,"Iowa","Chickasaw",36.5506369059835,40.0397648163911
"774",19039,"Iowa","Clarke",37.0660608622439,40.0397648163911
"775",19041,"Iowa","Clay",31.1978620807999,40.0397648163911
"776",19043,"Iowa","Clayton",31.9512444083382,40.0397648163911
"777",19045,"Iowa","Clinton",31.5318144469052,40.0397648163911
"778",19047,"Iowa","Crawford",37.0566287455358,40.0397648163911
"779",19049,"Iowa","Dallas",37.7450439248274,40.0397648163911
"780",19051,"Iowa","Davis",38.3042490030988,40.0397648163911
"781",19053,"Iowa","Decatur",36.3889013287451,40.0397648163911
"782",19055,"Iowa","Delaware",33.8548041749046,40.0397648163911
"783",19057,"Iowa","Des Moines",29.7134746705612,40.0397648163911
"784",19059,"Iowa","Dickinson",27.5087218478415,40.0397648163911
"785",19061,"Iowa","Dubuque",36.9542422432977,40.0397648163911
"786",19063,"Iowa","Emmet",30.4590208913223,40.0397648163911
"787",19065,"Iowa","Fayette",29.6549263835301,40.0397648163911
"788",19067,"Iowa","Floyd",31.4615035279958,40.0397648163911
"789",19069,"Iowa","Franklin",35.3778948259812,40.0397648163911
"790",19071,"Iowa","Fremont",35.262642899523,40.0397648163911
"791",19073,"Iowa","Greene",30.6957162218527,40.0397648163911
"792",19075,"Iowa","Grundy",35.8730111157901,40.0397648163911
"793",19077,"Iowa","Guthrie",34.3476823185783,40.0397648163911
"794",19079,"Iowa","Hamilton",29.1409656156026,40.0397648163911
"795",19081,"Iowa","Hancock",38.4018179215817,40.0397648163911
"796",19083,"Iowa","Hardin",30.4791720232759,40.0397648163911
"797",19085,"Iowa","Harrison",35.1727927136538,40.0397648163911
"798",19087,"Iowa","Henry",33.1379922589324,40.0397648163911
"799",19089,"Iowa","Howard",38.4584647154387,40.0397648163911
"800",19091,"Iowa","Humboldt",30.7640622382889,40.0397648163911
"801",19093,"Iowa","Ida",32.8150587270198,40.0397648163911
"802",19095,"Iowa","Iowa",34.9112381583328,40.0397648163911
"803",19097,"Iowa","Jackson",36.6219516359308,40.0397648163911
"804",19099,"Iowa","Jasper",32.3031601843366,40.0397648163911
"805",19101,"Iowa","Jefferson",22.9989545491378,40.0397648163911
"806",19103,"Iowa","Johnson",37.01724437924,40.0397648163911
"807",19105,"Iowa","Jones",32.8395683758912,40.0397648163911
"808",19107,"Iowa","Keokuk",29.4312519951936,40.0397648163911
"809",19109,"Iowa","Kossuth",30.6701768671236,40.0397648163911
"810",19111,"Iowa","Lee",29.6453205374092,40.0397648163911
"811",19113,"Iowa","Linn",33.803239357548,40.0397648163911
"812",19115,"Iowa","Louisa",39.6117788468245,40.0397648163911
"813",19117,"Iowa","Lucas",37.1778383256264,40.0397648163911
"814",19119,"Iowa","Lyon",38.5015914565263,40.0397648163911
"815",19121,"Iowa","Madison",30.5150189967626,40.0397648163911
"816",19123,"Iowa","Mahaska",33.407367943248,40.0397648163911
"817",19125,"Iowa","Marion",37.590630723949,40.0397648163911
"818",19127,"Iowa","Marshall",40.8761771289703,40.0397648163911
"819",19129,"Iowa","Mills",32.1087305968493,40.0397648163911
"820",19131,"Iowa","Mitchell",35.3956976885981,40.0397648163911
"821",19133,"Iowa","Monona",27.1560052431174,40.0397648163911
"822",19135,"Iowa","Monroe",32.0793327286329,40.0397648163911
"823",19137,"Iowa","Montgomery",33.2260971523285,40.0397648163911
"824",19139,"Iowa","Muscatine",34.533115241023,40.0397648163911
"825",19141,"Iowa","O'Brien",33.0015550909295,40.0397648163911
"826",19143,"Iowa","Osceola",29.2076545269183,40.0397648163911
"827",19145,"Iowa","Page",31.0241354345224,40.0397648163911
"828",19147,"Iowa","Palo Alto",30.0943100922068,40.0397648163911
"829",19149,"Iowa","Plymouth",38.8706977731344,40.0397648163911
"830",19151,"Iowa","Pocahontas",29.5652018863628,40.0397648163911
"831",19153,"Iowa","Polk",35.7472290732444,40.0397648163911
"832",19155,"Iowa","Pottawattamie",33.4116505496225,40.0397648163911
"833",19157,"Iowa","Poweshiek",26.2268005698944,40.0397648163911
"834",19159,"Iowa","Ringgold",26.495093243696,40.0397648163911
"835",19161,"Iowa","Sac",31.9364079610687,40.0397648163911
"836",19163,"Iowa","Scott",33.1180014193612,40.0397648163911
"837",19165,"Iowa","Shelby",31.0611085019607,40.0397648163911
"838",19167,"Iowa","Sioux",44.1353998623279,40.0397648163911
"839",19169,"Iowa","Story",33.07170474182,40.0397648163911
"840",19171,"Iowa","Tama",37.4998757353323,40.0397648163911
"841",19173,"Iowa","Taylor",34.8195551783645,40.0397648163911
"842",19175,"Iowa","Union",28.0117796026019,40.0397648163911
"843",19177,"Iowa","Van Buren",32.7914864057424,40.0397648163911
"844",19179,"Iowa","Wapello",35.1678014642069,40.0397648163911
"845",19181,"Iowa","Warren",33.8885349599562,40.0397648163911
"846",19183,"Iowa","Washington",33.0975973863312,40.0397648163911
"847",19185,"Iowa","Wayne",31.6252107549235,40.0397648163911
"848",19187,"Iowa","Webster",29.1962098797918,40.0397648163911
"849",19189,"Iowa","Winnebago",31.6745901325242,40.0397648163911
"850",19191,"Iowa","Winneshiek",34.162173760479,40.0397648163911
"851",19193,"Iowa","Woodbury",37.9180236923065,40.0397648163911
"852",19195,"Iowa","Worth",32.6490026551358,40.0397648163911
"853",19197,"Iowa","Wright",32.859711322993,40.0397648163911
"854",20001,"Kansas","Allen",31.7629250562444,24.3758722799874
"855",20003,"Kansas","Anderson",31.767585491163,24.3758722799874
"856",20005,"Kansas","Atchison",33.5780370667475,24.3758722799874
"857",20007,"Kansas","Barber",28.4180457394775,24.3758722799874
"858",20009,"Kansas","Barton",29.8498172107352,24.3758722799874
"859",20011,"Kansas","Bourbon",35.8876384258447,24.3758722799874
"860",20013,"Kansas","Brown",25.6118925030734,24.3758722799874
"861",20015,"Kansas","Butler",35.8551251460289,24.3758722799874
"862",20017,"Kansas","Chase",29.1765545951096,24.3758722799874
"863",20019,"Kansas","Chautauqua",29.2102009957366,24.3758722799874
"864",20021,"Kansas","Cherokee",32.3822415778178,24.3758722799874
"865",20023,"Kansas","Cheyenne",14.9101257373352,24.3758722799874
"866",20025,"Kansas","Clark",25.1617930105947,24.3758722799874
"867",20027,"Kansas","Clay",24.4662187855299,24.3758722799874
"868",20029,"Kansas","Cloud",19.748686434667,24.3758722799874
"869",20031,"Kansas","Coffey",31.1191258753015,24.3758722799874
"870",20033,"Kansas","Comanche",10.0539215898326,24.3758722799874
"871",20035,"Kansas","Cowley",28.9141560517507,24.3758722799874
"872",20037,"Kansas","Crawford",29.699719564789,24.3758722799874
"873",20039,"Kansas","Decatur",17.0646459593164,24.3758722799874
"874",20041,"Kansas","Dickinson",29.9491159642872,24.3758722799874
"875",20043,"Kansas","Doniphan",33.435985408937,24.3758722799874
"876",20045,"Kansas","Douglas",32.0334558105785,24.3758722799874
"877",20047,"Kansas","Edwards",24.6197514968844,24.3758722799874
"878",20049,"Kansas","Elk",30.0038057468781,24.3758722799874
"879",20051,"Kansas","Ellis",33.1590575638744,24.3758722799874
"880",20053,"Kansas","Ellsworth",24.8995378216939,24.3758722799874
"881",20055,"Kansas","Finney",43.3985798392644,24.3758722799874
"882",20057,"Kansas","Ford",40.4986056631493,24.3758722799874
"883",20059,"Kansas","Franklin",34.5995322109873,24.3758722799874
"884",20061,"Kansas","Geary",37.9909326389014,24.3758722799874
"885",20063,"Kansas","Gove",27.7721653471542,24.3758722799874
"886",20065,"Kansas","Graham",20.5167185631364,24.3758722799874
"887",20067,"Kansas","Grant",51.6147617514771,24.3758722799874
"888",20069,"Kansas","Gray",38.6534102074948,24.3758722799874
"889",20071,"Kansas","Greeley",32.1163104581586,24.3758722799874
"890",20073,"Kansas","Greenwood",24.0856202518688,24.3758722799874
"891",20075,"Kansas","Hamilton",33.4129574648377,24.3758722799874
"892",20077,"Kansas","Harper",28.5247865925695,24.3758722799874
"893",20079,"Kansas","Harvey",30.4690974506322,24.3758722799874
"894",20081,"Kansas","Haskell",38.8536615731459,24.3758722799874
"895",20083,"Kansas","Hodgeman",22.4903608452711,24.3758722799874
"896",20085,"Kansas","Jackson",30.5943400681976,24.3758722799874
"897",20087,"Kansas","Jefferson",32.181102130508,24.3758722799874
"898",20089,"Kansas","Jewell",25.0753895996666,24.3758722799874
"899",20091,"Kansas","Johnson",34.3470818920321,24.3758722799874
"900",20093,"Kansas","Kearny",45.0746097202304,24.3758722799874
"901",20095,"Kansas","Kingman",28.1319107031628,24.3758722799874
"902",20097,"Kansas","Kiowa",27.2256107856853,24.3758722799874
"903",20099,"Kansas","Labette",30.4958631176924,24.3758722799874
"904",20101,"Kansas","Lane",28.1503598101034,24.3758722799874
"905",20103,"Kansas","Leavenworth",34.0983549110077,24.3758722799874
"906",20105,"Kansas","Lincoln",21.3810092983339,24.3758722799874
"907",20107,"Kansas","Linn",29.6672816780487,24.3758722799874
"908",20109,"Kansas","Logan",38.1383572517763,24.3758722799874
"909",20111,"Kansas","Lyon",34.7007334609204,24.3758722799874
"910",20113,"Kansas","Mcpherson",32.4279318783122,24.3758722799874
"911",20115,"Kansas","Marion",27.2096728027184,24.3758722799874
"912",20117,"Kansas","Marshall",31.8855710297119,24.3758722799874
"913",20119,"Kansas","Meade",35.3097519616771,24.3758722799874
"914",20121,"Kansas","Miami",35.1433986265016,24.3758722799874
"915",20123,"Kansas","Mitchell",34.3085141518618,24.3758722799874
"916",20125,"Kansas","Montgomery",29.6953872175327,24.3758722799874
"917",20127,"Kansas","Morris",25.9577310213152,24.3758722799874
"918",20129,"Kansas","Morton",28.9143729720398,24.3758722799874
"919",20131,"Kansas","Nemaha",35.1157336657999,24.3758722799874
"920",20133,"Kansas","Neosho",36.2080153510139,24.3758722799874
"921",20135,"Kansas","Ness",37.6176665823943,24.3758722799874
"922",20137,"Kansas","Norton",26.9615597709939,24.3758722799874
"923",20139,"Kansas","Osage",28.1185277320145,24.3758722799874
"924",20141,"Kansas","Osborne",22.3411571821543,24.3758722799874
"925",20143,"Kansas","Ottawa",32.0555076963363,24.3758722799874
"926",20145,"Kansas","Pawnee",20.195064536219,24.3758722799874
"927",20147,"Kansas","Phillips",26.4749889000765,24.3758722799874
"928",20149,"Kansas","Pottawatomie",37.3673059284939,24.3758722799874
"929",20151,"Kansas","Pratt",25.8274481352912,24.3758722799874
"930",20153,"Kansas","Rawlins",33.2280119128098,24.3758722799874
"931",20155,"Kansas","Reno",26.4025513677297,24.3758722799874
"932",20157,"Kansas","Republic",24.5855525573162,24.3758722799874
"933",20159,"Kansas","Rice",31.8990496324506,24.3758722799874
"934",20161,"Kansas","Riley",31.9186060979998,24.3758722799874
"935",20163,"Kansas","Rooks",34.0428299653847,24.3758722799874
"936",20165,"Kansas","Rush",19.639156161399,24.3758722799874
"937",20167,"Kansas","Russell",23.7739739785802,24.3758722799874
"938",20169,"Kansas","Saline",28.7923939600064,24.3758722799874
"939",20171,"Kansas","Scott",44.4894987280256,24.3758722799874
"940",20173,"Kansas","Sedgwick",32.6964564148235,24.3758722799874
"941",20175,"Kansas","Seward",42.2040184378888,24.3758722799874
"942",20177,"Kansas","Shawnee",28.6999177873782,24.3758722799874
"943",20179,"Kansas","Sheridan",21.013951406633,24.3758722799874
"944",20181,"Kansas","Sherman",25.639553964363,24.3758722799874
"945",20183,"Kansas","Smith",27.0643972506254,24.3758722799874
"946",20185,"Kansas","Stafford",30.8349600075116,24.3758722799874
"947",20187,"Kansas","Stanton",28.6077352900989,24.3758722799874
"948",20189,"Kansas","Stevens",41.3611910226191,24.3758722799874
"949",20191,"Kansas","Sumner",29.8472700718996,24.3758722799874
"950",20193,"Kansas","Thomas",37.256740894661,24.3758722799874
"951",20195,"Kansas","Trego",36.8876169244076,24.3758722799874
"952",20197,"Kansas","Wabaunsee",27.2717748677246,24.3758722799874
"953",20199,"Kansas","Wallace",25.7474192202551,24.3758722799874
"954",20201,"Kansas","Washington",29.4075751233108,24.3758722799874
"955",20203,"Kansas","Wichita",48.2863588563704,24.3758722799874
"956",20205,"Kansas","Wilson",30.3037623909189,24.3758722799874
"957",20207,"Kansas","Woodson",23.8371962289409,24.3758722799874
"958",20209,"Kansas","Wyandotte",37.8724438600019,24.3758722799874
"959",21001,"Kentucky","Adair",33.3732152368693,73.4865224308381
"960",21003,"Kentucky","Allen",38.5626316194943,73.4865224308381
"961",21005,"Kentucky","Anderson",38.1695140862705,73.4865224308381
"962",21007,"Kentucky","Ballard",38.4175472531685,73.4865224308381
"963",21009,"Kentucky","Barren",38.1336935420262,73.4865224308381
"964",21011,"Kentucky","Bath",44.3412760570145,73.4865224308381
"965",21013,"Kentucky","Bell",46.113609222467,73.4865224308381
"966",21015,"Kentucky","Boone",39.2841812412004,73.4865224308381
"967",21017,"Kentucky","Bourbon",33.3657598490685,73.4865224308381
"968",21019,"Kentucky","Boyd",36.161312288516,73.4865224308381
"969",21021,"Kentucky","Boyle",37.379671130213,73.4865224308381
"970",21023,"Kentucky","Bracken",43.2795621000015,73.4865224308381
"971",21025,"Kentucky","Breathitt",37.2959948149977,73.4865224308381
"972",21027,"Kentucky","Breckinridge",38.5033933919591,73.4865224308381
"973",21029,"Kentucky","Bullitt",41.0247396119299,73.4865224308381
"974",21031,"Kentucky","Butler",42.2305191099821,73.4865224308381
"975",21033,"Kentucky","Caldwell",39.532659867769,73.4865224308381
"976",21035,"Kentucky","Calloway",35.2915862986619,73.4865224308381
"977",21037,"Kentucky","Campbell",34.9919063046997,73.4865224308381
"978",21039,"Kentucky","Carlisle",41.6407265823081,73.4865224308381
"979",21041,"Kentucky","Carroll",41.016821804338,73.4865224308381
"980",21043,"Kentucky","Carter",39.1805831806914,73.4865224308381
"981",21045,"Kentucky","Casey",41.6366141306369,73.4865224308381
"982",21047,"Kentucky","Christian",37.2288059111204,73.4865224308381
"983",21049,"Kentucky","Clark",35.8109631340206,73.4865224308381
"984",21051,"Kentucky","Clay",49.0603938993979,73.4865224308381
"985",21053,"Kentucky","Clinton",32.6117830004735,73.4865224308381
"986",21055,"Kentucky","Crittenden",36.7356231456033,73.4865224308381
"987",21057,"Kentucky","Cumberland",30.5248879964525,73.4865224308381
"988",21059,"Kentucky","Daviess",36.7302552608777,73.4865224308381
"989",21061,"Kentucky","Edmonson",47.3767454954772,73.4865224308381
"990",21063,"Kentucky","Elliott",35.1405249993785,73.4865224308381
"991",21065,"Kentucky","Estill",43.379453662679,73.4865224308381
"992",21067,"Kentucky","Fayette",33.077752396981,73.4865224308381
"993",21069,"Kentucky","Fleming",37.1747075779049,73.4865224308381
"994",21071,"Kentucky","Floyd",40.0074152005966,73.4865224308381
"995",21073,"Kentucky","Franklin",34.353164646059,73.4865224308381
"996",21075,"Kentucky","Fulton",38.7611486997476,73.4865224308381
"997",21077,"Kentucky","Gallatin",41.8441497066819,73.4865224308381
"998",21079,"Kentucky","Garrard",42.6104063139042,73.4865224308381
"999",21081,"Kentucky","Grant",42.7719243641684,73.4865224308381
"1000",21083,"Kentucky","Graves",36.7788294822227,73.4865224308381
"1001",21085,"Kentucky","Grayson",36.0565052614762,73.4865224308381
"1002",21087,"Kentucky","Green",44.0863066504562,73.4865224308381
"1003",21089,"Kentucky","Greenup",34.7183771191308,73.4865224308381
"1004",21091,"Kentucky","Hancock",48.6502294777445,73.4865224308381
"1005",21093,"Kentucky","Hardin",38.1318017043991,73.4865224308381
"1006",21095,"Kentucky","Harlan",47.588956056191,73.4865224308381
"1007",21097,"Kentucky","Harrison",36.9936114803914,73.4865224308381
"1008",21099,"Kentucky","Hart",36.129170850913,73.4865224308381
"1009",21101,"Kentucky","Henderson",39.0692145354114,73.4865224308381
"1010",21103,"Kentucky","Henry",41.7689233390082,73.4865224308381
"1011",21105,"Kentucky","Hickman",38.4604954912093,73.4865224308381
"1012",21107,"Kentucky","Hopkins",39.692883834642,73.4865224308381
"1013",21109,"Kentucky","Jackson",41.2756695357343,73.4865224308381
"1014",21111,"Kentucky","Jefferson",33.6229478408272,73.4865224308381
"1015",21113,"Kentucky","Jessamine",41.1487318266482,73.4865224308381
"1016",21115,"Kentucky","Johnson",40.7086104510708,73.4865224308381
"1017",21117,"Kentucky","Kenton",36.0537803713779,73.4865224308381
"1018",21119,"Kentucky","Knott",37.7410809769899,73.4865224308381
"1019",21121,"Kentucky","Knox",38.9387099964972,73.4865224308381
"1020",21123,"Kentucky","Larue",37.1435219752491,73.4865224308381
"1021",21125,"Kentucky","Laurel",43.2983914877153,73.4865224308381
"1022",21127,"Kentucky","Lawrence",39.6200271850342,73.4865224308381
"1023",21129,"Kentucky","Lee",32.169192305315,73.4865224308381
"1024",21131,"Kentucky","Leslie",35.8459252621277,73.4865224308381
"1025",21133,"Kentucky","Letcher",38.5143855798872,73.4865224308381
"1026",21135,"Kentucky","Lewis",33.1495894643419,73.4865224308381
"1027",21137,"Kentucky","Lincoln",36.7801980954886,73.4865224308381
"1028",21139,"Kentucky","Livingston",40.1421197430058,73.4865224308381
"1029",21141,"Kentucky","Logan",39.6800415986067,73.4865224308381
"1030",21143,"Kentucky","Lyon",30.7045424566722,73.4865224308381
"1031",21145,"Kentucky","Mccracken",35.5151996757061,73.4865224308381
"1032",21147,"Kentucky","Mccreary",34.8451093405114,73.4865224308381
"1033",21149,"Kentucky","Mclean",42.3035423566333,73.4865224308381
"1034",21151,"Kentucky","Madison",36.1920332465793,73.4865224308381
"1035",21153,"Kentucky","Magoffin",37.7226054715308,73.4865224308381
"1036",21155,"Kentucky","Marion",33.8911712651711,73.4865224308381
"1037",21157,"Kentucky","Marshall",39.6385685010595,73.4865224308381
"1038",21159,"Kentucky","Martin",39.8085575646347,73.4865224308381
"1039",21161,"Kentucky","Mason",34.7715442743221,73.4865224308381
"1040",21163,"Kentucky","Meade",41.950744454136,73.4865224308381
"1041",21165,"Kentucky","Menifee",31.2886371738666,73.4865224308381
"1042",21167,"Kentucky","Mercer",36.7884222693422,73.4865224308381
"1043",21169,"Kentucky","Metcalfe",41.7288934267162,73.4865224308381
"1044",21171,"Kentucky","Monroe",35.8942808249587,73.4865224308381
"1045",21173,"Kentucky","Montgomery",39.1087202317341,73.4865224308381
"1046",21175,"Kentucky","Morgan",35.6337071358539,73.4865224308381
"1047",21177,"Kentucky","Muhlenberg",40.0100432217186,73.4865224308381
"1048",21179,"Kentucky","Nelson",37.74127505058,73.4865224308381
"1049",21181,"Kentucky","Nicholas",44.4476066255765,73.4865224308381
"1050",21183,"Kentucky","Ohio",42.1732589683651,73.4865224308381
"1051",21185,"Kentucky","Oldham",41.8021774739854,73.4865224308381
"1052",21187,"Kentucky","Owen",37.0054626618317,73.4865224308381
"1053",21189,"Kentucky","Owsley",34.7784888046283,73.4865224308381
"1054",21191,"Kentucky","Pendleton",42.8585870620981,73.4865224308381
"1055",21193,"Kentucky","Perry",45.2373837416484,73.4865224308381
"1056",21195,"Kentucky","Pike",38.4843359881285,73.4865224308381
"1057",21197,"Kentucky","Powell",38.1549904321346,73.4865224308381
"1058",21199,"Kentucky","Pulaski",37.6405589566526,73.4865224308381
"1059",21201,"Kentucky","Robertson",36.3295208815663,73.4865224308381
"1060",21203,"Kentucky","Rockcastle",44.1367540813798,73.4865224308381
"1061",21205,"Kentucky","Rowan",38.5044838867702,73.4865224308381
"1062",21207,"Kentucky","Russell",33.9235441864853,73.4865224308381
"1063",21209,"Kentucky","Scott",39.5698787453206,73.4865224308381
"1064",21211,"Kentucky","Shelby",41.906844780196,73.4865224308381
"1065",21213,"Kentucky","Simpson",41.3793970562956,73.4865224308381
"1066",21215,"Kentucky","Spencer",45.5216399828468,73.4865224308381
"1067",21217,"Kentucky","Taylor",38.463073427272,73.4865224308381
"1068",21219,"Kentucky","Todd",42.7916039852925,73.4865224308381
"1069",21221,"Kentucky","Trigg",40.5057771480072,73.4865224308381
"1070",21223,"Kentucky","Trimble",40.2151926403865,73.4865224308381
"1071",21225,"Kentucky","Union",38.2615575444216,73.4865224308381
"1072",21227,"Kentucky","Warren",37.6687048641533,73.4865224308381
"1073",21229,"Kentucky","Washington",38.2882540185841,73.4865224308381
"1074",21231,"Kentucky","Wayne",38.3195632698825,73.4865224308381
"1075",21233,"Kentucky","Webster",42.8746683190596,73.4865224308381
"1076",21235,"Kentucky","Whitley",44.8804585263634,73.4865224308381
"1077",21237,"Kentucky","Wolfe",34.8909824425172,73.4865224308381
"1078",21239,"Kentucky","Woodford",36.9040263102799,73.4865224308381
"1079",22001,"Louisiana","Acadia",38.5778308765185,74.7772465870679
"1080",22003,"Louisiana","Allen",39.4467505315391,74.7772465870679
"1081",22005,"Louisiana","Ascension",43.1651179714278,74.7772465870679
"1082",22007,"Louisiana","Assumption",41.2114243161703,74.7772465870679
"1083",22009,"Louisiana","Avoyelles",33.3880363372181,74.7772465870679
"1084",22011,"Louisiana","Beauregard",46.2822407560771,74.7772465870679
"1085",22013,"Louisiana","Bienville",34.4478934307726,74.7772465870679
"1086",22015,"Louisiana","Bossier",38.2260662628095,74.7772465870679
"1087",22017,"Louisiana","Caddo",37.3569555578883,74.7772465870679
"1088",22019,"Louisiana","Calcasieu",40.2707824623355,74.7772465870679
"1089",22021,"Louisiana","Caldwell",40.1393082189984,74.7772465870679
"1090",22023,"Louisiana","Cameron",54.2992173587472,74.7772465870679
"1091",22025,"Louisiana","Catahoula",45.860505731889,74.7772465870679
"1092",22027,"Louisiana","Claiborne",32.4829640322578,74.7772465870679
"1093",22029,"Louisiana","Concordia",32.180884494687,74.7772465870679
"1094",22031,"Louisiana","De Soto",39.0269309371079,74.7772465870679
"1095",22033,"Louisiana","East Baton Rouge",36.6771418304478,74.7772465870679
"1096",22035,"Louisiana","East Carroll",38.2885992590741,74.7772465870679
"1097",22037,"Louisiana","East Feliciana",30.3991481306436,74.7772465870679
"1098",22039,"Louisiana","Evangeline",36.0936707264364,74.7772465870679
"1099",22041,"Louisiana","Franklin",40.671130987646,74.7772465870679
"1100",22043,"Louisiana","Grant",34.6927155159646,74.7772465870679
"1101",22045,"Louisiana","Iberia",43.1309363628024,74.7772465870679
"1102",22047,"Louisiana","Iberville",40.3541571770474,74.7772465870679
"1103",22049,"Louisiana","Jackson",39.5866974483311,74.7772465870679
"1104",22051,"Louisiana","Jefferson",37.6785597577457,74.7772465870679
"1105",22053,"Louisiana","Jefferson Davis",40.6848883761961,74.7772465870679
"1106",22055,"Louisiana","Lafayette",35.6079341767988,74.7772465870679
"1107",22057,"Louisiana","Lafourche",40.8850698463468,74.7772465870679
"1108",22059,"Louisiana","LaSalle",50.124323671515,74.7772465870679
"1109",22061,"Louisiana","Lincoln",33.7227032459214,74.7772465870679
"1110",22063,"Louisiana","Livingston",41.5053394762447,74.7772465870679
"1111",22065,"Louisiana","Madison",36.1278341538856,74.7772465870679
"1112",22067,"Louisiana","Morehouse",35.5618257259502,74.7772465870679
"1113",22069,"Louisiana","Natchitoches",33.7968444657275,74.7772465870679
"1114",22071,"Louisiana","Orleans",29.3321559582655,74.7772465870679
"1115",22073,"Louisiana","Ouachita",37.7727009036652,74.7772465870679
"1116",22075,"Louisiana","Plaquemines",46.8553707339709,74.7772465870679
"1117",22077,"Louisiana","Pointe Coupee",34.3942368456789,74.7772465870679
"1118",22079,"Louisiana","Rapides",36.789135906081,74.7772465870679
"1119",22081,"Louisiana","Red River",37.7663793427078,74.7772465870679
"1120",22083,"Louisiana","Richland",41.0190817767357,74.7772465870679
"1121",22085,"Louisiana","Sabine",42.0912596006168,74.7772465870679
"1122",22087,"Louisiana","St Bernard",38.4792346238117,74.7772465870679
"1123",22089,"Louisiana","St Charles",41.9272662412256,74.7772465870679
"1124",22091,"Louisiana","St Helena",33.9601671836303,74.7772465870679
"1125",22093,"Louisiana","St James",50.6774508301336,74.7772465870679
"1126",22095,"Louisiana","St John The Baptist",43.8254464953752,74.7772465870679
"1127",22097,"Louisiana","St Landry",41.1911696316013,74.7772465870679
"1128",22099,"Louisiana","St Martin",37.2251924983857,74.7772465870679
"1129",22101,"Louisiana","St Mary",40.1811116709313,74.7772465870679
"1130",22103,"Louisiana","St Tammany",39.6511334583099,74.7772465870679
"1131",22105,"Louisiana","Tangipahoa",38.945035579338,74.7772465870679
